,CH_1_ALLSEQS_Rare_numSampled,variable,value,Location/Type
24,2300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,52.516,Cranberry/H2O
25,2400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,53.202,Cranberry/H2O
26,2500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,53.848,Cranberry/H2O
27,2600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,54.49,Cranberry/H2O
28,2700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,55.099,Cranberry/H2O
29,2800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,55.658,Cranberry/H2O
30,2900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,56.236,Cranberry/H2O
31,3000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,56.81,Cranberry/H2O
32,3100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,57.307,Cranberry/H2O
33,3200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,57.807,Cranberry/H2O
34,3300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,58.301,Cranberry/H2O
35,3400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,58.807,Cranberry/H2O
36,3500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,59.249,Cranberry/H2O
37,3600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,59.743,Cranberry/H2O
38,3700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,60.153,Cranberry/H2O
39,3800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,60.59,Cranberry/H2O
40,3900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,60.998,Cranberry/H2O
41,4000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,61.403,Cranberry/H2O
42,4100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,61.741,Cranberry/H2O
43,4200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,62.132,Cranberry/H2O
44,4300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,62.498,Cranberry/H2O
45,4400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,62.851,Cranberry/H2O
46,4500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,63.193,Cranberry/H2O
47,4600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,63.564,Cranberry/H2O
48,4700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,63.931,Cranberry/H2O
49,4800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,64.282,Cranberry/H2O
50,4900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,64.629,Cranberry/H2O
51,5000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,64.981,Cranberry/H2O
52,5100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,65.263,Cranberry/H2O
53,5200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,65.553,Cranberry/H2O
54,5300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,65.85,Cranberry/H2O
55,5400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,66.163,Cranberry/H2O
56,5500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,66.478,Cranberry/H2O
57,5600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,66.752,Cranberry/H2O
58,5700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,67.014,Cranberry/H2O
59,5800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,67.283,Cranberry/H2O
60,5900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,67.556,Cranberry/H2O
61,6000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,67.812,Cranberry/H2O
62,6100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,68.073,Cranberry/H2O
63,6200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,68.316,Cranberry/H2O
64,6300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,68.559,Cranberry/H2O
65,6400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,68.808,Cranberry/H2O
66,6500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,69.038,Cranberry/H2O
67,6600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,69.258,Cranberry/H2O
68,6700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,69.493,Cranberry/H2O
69,6800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,69.745,Cranberry/H2O
70,6900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,69.982,Cranberry/H2O
71,7000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,70.184,Cranberry/H2O
72,7100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,70.397,Cranberry/H2O
73,7200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,70.613,Cranberry/H2O
74,7300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,70.819,Cranberry/H2O
75,7400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,71.015,Cranberry/H2O
76,7500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,71.209,Cranberry/H2O
77,7600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,71.409,Cranberry/H2O
78,7700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,71.596,Cranberry/H2O
79,7800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,71.786,Cranberry/H2O
80,7900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,71.99,Cranberry/H2O
81,8000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,72.174,Cranberry/H2O
82,8100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,72.339,Cranberry/H2O
83,8200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,72.52,Cranberry/H2O
84,8300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,72.687,Cranberry/H2O
85,8400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,72.84,Cranberry/H2O
86,8500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,72.995,Cranberry/H2O
87,8600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,73.132,Cranberry/H2O
88,8700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,73.275,Cranberry/H2O
89,8800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,73.437,Cranberry/H2O
90,8900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,73.598,Cranberry/H2O
91,9000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,73.753,Cranberry/H2O
92,9100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,73.886,Cranberry/H2O
93,9200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,74.027,Cranberry/H2O
94,9300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,74.157,Cranberry/H2O
95,9400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,74.301,Cranberry/H2O
96,9500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,74.435,Cranberry/H2O
97,9600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,74.556,Cranberry/H2O
98,9700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,74.689,Cranberry/H2O
99,9800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,74.819,Cranberry/H2O
100,9900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,74.948,Cranberry/H2O
101,10000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,75.076,Cranberry/H2O
102,10100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,75.201,Cranberry/H2O
103,10200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,75.328,Cranberry/H2O
104,10300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,75.424,Cranberry/H2O
105,10400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,75.547,Cranberry/H2O
106,10500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,75.651,Cranberry/H2O
107,10600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,75.779,Cranberry/H2O
108,10700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,75.896,Cranberry/H2O
109,10800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,75.996,Cranberry/H2O
110,10835,userLabel.H2O.041.513.718.1F_filt.fastq.gz,76.048,Cranberry/H2O
111,10900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,76.115,Cranberry/H2O
112,11000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,76.23,Cranberry/H2O
113,11100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,76.326,Cranberry/H2O
114,11200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,76.422,Cranberry/H2O
115,11239,userLabel.H2O.041.513.718.1F_filt.fastq.gz,76.454,Cranberry/H2O
116,11300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,76.514,Cranberry/H2O
117,11357,userLabel.H2O.041.513.718.1F_filt.fastq.gz,76.564,Cranberry/H2O
118,11400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,76.606,Cranberry/H2O
119,11500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,76.702,Cranberry/H2O
120,11545,userLabel.H2O.041.513.718.1F_filt.fastq.gz,76.739,Cranberry/H2O
121,11600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,76.786,Cranberry/H2O
122,11700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,76.882,Cranberry/H2O
123,11800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,76.98,Cranberry/H2O
124,11900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,77.075,Cranberry/H2O
125,12000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,77.174,Cranberry/H2O
126,12100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,77.26,Cranberry/H2O
127,12200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,77.363,Cranberry/H2O
128,12300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,77.445,Cranberry/H2O
129,12400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,77.544,Cranberry/H2O
130,12500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,77.62,Cranberry/H2O
131,12600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,77.7,Cranberry/H2O
132,12700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,77.782,Cranberry/H2O
133,12800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,77.857,Cranberry/H2O
134,12900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,77.931,Cranberry/H2O
135,13000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,78.022,Cranberry/H2O
136,13100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,78.098,Cranberry/H2O
137,13200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,78.185,Cranberry/H2O
138,13300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,78.26,Cranberry/H2O
139,13400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,78.341,Cranberry/H2O
140,13500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,78.418,Cranberry/H2O
141,13600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,78.494,Cranberry/H2O
142,13700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,78.565,Cranberry/H2O
143,13800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,78.628,Cranberry/H2O
144,13900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,78.711,Cranberry/H2O
145,13915,userLabel.H2O.041.513.718.1F_filt.fastq.gz,78.721,Cranberry/H2O
146,14000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,78.773,Cranberry/H2O
147,14100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,78.835,Cranberry/H2O
148,14200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,78.893,Cranberry/H2O
149,14300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,78.953,Cranberry/H2O
150,14400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.022,Cranberry/H2O
151,14500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.077,Cranberry/H2O
152,14600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.135,Cranberry/H2O
153,14700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.195,Cranberry/H2O
154,14800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.245,Cranberry/H2O
155,14900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.296,Cranberry/H2O
156,15000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.339,Cranberry/H2O
157,15100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.39,Cranberry/H2O
158,15200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.446,Cranberry/H2O
159,15300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.501,Cranberry/H2O
160,15400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.558,Cranberry/H2O
161,15500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.614,Cranberry/H2O
162,15600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.656,Cranberry/H2O
163,15700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.718,Cranberry/H2O
164,15800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.765,Cranberry/H2O
165,15900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.808,Cranberry/H2O
166,15927,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.821,Cranberry/H2O
167,16000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.858,Cranberry/H2O
168,16100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.913,Cranberry/H2O
169,16200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,79.972,Cranberry/H2O
170,16300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.009,Cranberry/H2O
171,16400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.053,Cranberry/H2O
172,16500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.101,Cranberry/H2O
173,16600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.141,Cranberry/H2O
174,16700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.18,Cranberry/H2O
175,16800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.222,Cranberry/H2O
176,16900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.258,Cranberry/H2O
177,17000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.307,Cranberry/H2O
178,17100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.344,Cranberry/H2O
179,17200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.388,Cranberry/H2O
180,17206,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.389,Cranberry/H2O
181,17300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.425,Cranberry/H2O
182,17358,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.45,Cranberry/H2O
183,17400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.479,Cranberry/H2O
184,17500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.511,Cranberry/H2O
185,17600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.549,Cranberry/H2O
186,17700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.59,Cranberry/H2O
187,17800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.623,Cranberry/H2O
188,17900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.652,Cranberry/H2O
189,18000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.696,Cranberry/H2O
190,18100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.725,Cranberry/H2O
191,18200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.753,Cranberry/H2O
192,18300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.783,Cranberry/H2O
193,18400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.811,Cranberry/H2O
194,18500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.836,Cranberry/H2O
195,18600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.873,Cranberry/H2O
196,18700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.909,Cranberry/H2O
197,18786,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.93,Cranberry/H2O
198,18800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.935,Cranberry/H2O
199,18900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,80.968,Cranberry/H2O
200,19000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.001,Cranberry/H2O
201,19100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.037,Cranberry/H2O
202,19200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.061,Cranberry/H2O
203,19300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.098,Cranberry/H2O
204,19400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.125,Cranberry/H2O
205,19500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.15,Cranberry/H2O
206,19600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.175,Cranberry/H2O
207,19700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.201,Cranberry/H2O
208,19800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.23,Cranberry/H2O
209,19900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.252,Cranberry/H2O
210,20000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.283,Cranberry/H2O
211,20100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.305,Cranberry/H2O
212,20200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.322,Cranberry/H2O
213,20300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.35,Cranberry/H2O
214,20400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.37,Cranberry/H2O
215,20500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.399,Cranberry/H2O
216,20515,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.403,Cranberry/H2O
217,20600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.424,Cranberry/H2O
218,20615,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.426,Cranberry/H2O
219,20700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.446,Cranberry/H2O
220,20800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.464,Cranberry/H2O
221,20900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.484,Cranberry/H2O
222,21000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.503,Cranberry/H2O
223,21100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.523,Cranberry/H2O
224,21200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.544,Cranberry/H2O
225,21300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.564,Cranberry/H2O
226,21400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.581,Cranberry/H2O
227,21500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.598,Cranberry/H2O
228,21600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.613,Cranberry/H2O
229,21659,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.625,Cranberry/H2O
230,21700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.627,Cranberry/H2O
231,21800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.643,Cranberry/H2O
232,21873,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.659,Cranberry/H2O
233,21900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.662,Cranberry/H2O
234,22000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.681,Cranberry/H2O
235,22100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.697,Cranberry/H2O
236,22200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.718,Cranberry/H2O
237,22300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.737,Cranberry/H2O
238,22400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.751,Cranberry/H2O
239,22500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.764,Cranberry/H2O
240,22600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.776,Cranberry/H2O
241,22700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.788,Cranberry/H2O
242,22800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.794,Cranberry/H2O
243,22877,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.801,Cranberry/H2O
244,22900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.804,Cranberry/H2O
245,23000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.823,Cranberry/H2O
246,23100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.828,Cranberry/H2O
247,23200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.841,Cranberry/H2O
248,23300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.853,Cranberry/H2O
249,23400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.864,Cranberry/H2O
250,23451,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.868,Cranberry/H2O
251,23495,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.873,Cranberry/H2O
252,23500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.873,Cranberry/H2O
253,23600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.881,Cranberry/H2O
254,23700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.891,Cranberry/H2O
255,23800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.902,Cranberry/H2O
256,23900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.908,Cranberry/H2O
257,24000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.912,Cranberry/H2O
258,24100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.923,Cranberry/H2O
259,24200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.933,Cranberry/H2O
260,24300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.943,Cranberry/H2O
261,24318,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.943,Cranberry/H2O
262,24389,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.953,Cranberry/H2O
263,24400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.954,Cranberry/H2O
264,24500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.958,Cranberry/H2O
265,24600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.968,Cranberry/H2O
266,24628,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.972,Cranberry/H2O
267,24700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.976,Cranberry/H2O
268,24800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.98,Cranberry/H2O
269,24900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.986,Cranberry/H2O
270,24948,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.995,Cranberry/H2O
271,24951,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.995,Cranberry/H2O
272,25000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,81.999,Cranberry/H2O
273,25005,userLabel.H2O.041.513.718.1F_filt.fastq.gz,82,Cranberry/H2O
274,25100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
275,25135,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
276,25200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
277,25300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
278,25400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
279,25500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
280,25548,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
281,25600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
282,25700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
283,25800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
284,25900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
285,26000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
286,26100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
287,26200,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
288,26300,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
289,26400,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
290,26500,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
291,26600,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
292,26700,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
293,26763,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
294,26800,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
295,26900,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
296,27000,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
297,27100,userLabel.H2O.041.513.718.1F_filt.fastq.gz,NA,Cranberry/H2O
